Apellidos, Nombre;Fecha Inicio abono;Fecha Fin abono;Retribuciones;Cargo Público;Cód. Centro Orgánico;Centro Orgánico;Código Organo;Órgano;Código Dpto;Departamento;Fecha Inicio Relación;Fecha Fin Relación;Fecha Actualización
SANZO OLLAKARIZKETA, JUAN MANUEL;01/01/2014;31/12/2014;72.484,32 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA MÉDICA GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/04/2013;;30/11/2015
SANZO OLLAKARIZKETA, JUAN MANUEL;01/01/2015;31/12/2015;73.236,86 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA MÉDICA GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/04/2013;06/01/2016;22/06/2016
SANZO OLLAKARIZKETA, JUAN MANUEL;01/01/2016;06/01/2016;1.191,84 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA MÉDICA GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/04/2013;06/01/2016;23/06/2017
SANZO OLLAKARIZKETA, JUAN MANUEL;07/01/2016;31/12/2016;72.688,12 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA MÉDICA GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;07/01/2016;;23/06/2017
SARASOLA BARIANDARAN, PEIO;01/01/2014;22/07/2014;43.556,00 €;DIRECTOR/A DE ETB;161010000;Euskal Telebista-Televisión Vasca, S.A.;161;Euskal Telebista-Televisión Vasca, S.A.;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;11/03/2013;22/07/2014;30/11/2015
SARATXAGA DE ISLA, MIREN;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;004320000;DIRECCIÓN PLANIFICACION Y PROCESOS OPERATIVOS VIVIENDA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;22/04/2013;;30/11/2015
SARATXAGA DE ISLA, MIREN;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;004320000;DIRECCIÓN PLANIFICACION Y PROCESOS OPERATIVOS VIVIENDA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;22/04/2013;;22/06/2016
SARATXAGA DE ISLA, MIREN;01/01/2016;01/12/2016;62.285,06 €;DIRECTOR/A;004320000;DIRECCIÓN PLANIFICACION Y PROCESOS OPERATIVOS VIVIENDA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;22/04/2013;01/12/2016;23/06/2017
SARRIA ANSOLEAGA, RAFAEL;01/01/2014;31/12/2014;78.673,00 €;DIRECTOR/A GENERAL;068010000;Dirección General de Red Ferroviaria Vasca - Euskal Trenbide Sarea - ETS;068;ETS, Euskal Trenbide Sarea - Red Ferroviaria Vasca;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;13/02/2013;;30/11/2015
SARRIA ANSOLEAGA, RAFAEL;01/01/2015;10/06/2015;37.968,14 €;DIRECTOR/A GENERAL;068010000;DIRECCIÓN GENERAL / GERENCIA;068;ETS, Euskal Trenbide Sarea - Red Ferroviaria Vasca;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;13/02/2013;10/06/2015;22/06/2016
SARRIONANDIA AZAOLA, SABINO;06/05/2014;31/12/2014;63.596,54 €;DIRECTOR/A DE ENFERMERÍA GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;06/05/2014;;30/11/2015
SARRIONANDIA AZAOLA, SABINO;01/01/2015;31/12/2015;64.533,26 €;DIRECTOR/A DE ENFERMERÍA GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;;22/06/2016
SARRIONANDIA AZAOLA, SABINO;01/01/2016;31/12/2016;64.277,78 €;DIRECTOR/A DE ENFERMERÍA GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;;23/06/2017
SIMON MONTES, MARIA PILAR;01/01/2014;31/12/2014;59.941,64 €;DIRECTOR/A DE PERSONAL GR.4;060125000;HOSPITAL SANTA MARINA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;23/05/2013;;30/11/2015
SIMON MONTES, MARIA PILAR;01/01/2015;31/12/2015;60.776,19 €;DIRECTOR/A DE PERSONAL GR.4;060125000;HOSPITAL SANTA MARINA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;23/05/2013;;22/06/2016
SIMON MONTES, MARIA PILAR;01/01/2016;31/12/2016;60.542,30 €;DIRECTOR/A DE PERSONAL GR.4;060125000;HOSPITAL SANTA MARINA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;23/05/2013;;23/06/2017
SISTIAGA LASA, ARANTZAZU;01/01/2014;31/12/2014;50.057,19 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;07/11/2011;;30/11/2015
SISTIAGA LASA, ARANTZAZU;01/01/2015;31/12/2015;51.271,18 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;07/11/2011;;22/06/2016
SISTIAGA LASA, ARANTZAZU;01/01/2016;31/12/2016;51.049,18 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA DE ENFERMERÍA GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;07/11/2011;;23/06/2017
SOLA VALLOJERA, EMILIO GERMAN;01/01/2014;31/12/2014;72.081,52 €;ASESOR/A DE POLÍTICAS SOCIALES;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;01/02/2013;09/02/2015;30/11/2015
SOLA VALLOJERA, EMILIO GERMAN;01/01/2015;09/02/2015;6.614,83 €;ASESOR/A DE POLÍTICAS SOCIALES;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;01/02/2013;09/02/2015;22/06/2016
SOLA VALLOJERA, EMILIO GERMAN;10/02/2015;12/06/2015;33.074,14 €;ASESOR/A DE POLÍTICAS SOCIALES;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;10/02/2015;12/06/2015;22/06/2016
SOLA VALLOJERA, EMILIO GERMAN;13/06/2015;31/12/2015;33.502,49 €;DIRECTOR/A;004210000;DIRECCIÓN DE SERVICIOS SOCIALES;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;13/06/2015;;22/06/2016
SOLA VALLOJERA, EMILIO GERMAN;01/01/2016;31/12/2016;74.007,13 €;DIRECTOR/A;004210000;DIRECCIÓN DE SERVICIOS SOCIALES;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;13/06/2015;;23/06/2017
SOLAGUREN SANTAMARIA, MARIA COVADONGA;01/01/2014;31/12/2014;81.453,28 €;VICECONSEJERO/A;004300000;VICECONSEJERIA DE VIVIENDA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;03/01/2013;;30/11/2015
SOLAGUREN SANTAMARIA, MARIA COVADONGA;01/01/2015;31/12/2015;81.495,94 €;VICECONSEJERO/A;004300000;VICECONSEJERIA DE VIVIENDA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;03/01/2013;;22/06/2016
SOLAGUREN SANTAMARIA, MARIA COVADONGA;01/01/2016;01/12/2016;75.663,06 €;VICECONSEJERO/A;004300000;VICECONSEJERIA DE VIVIENDA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;03/01/2013;01/12/2016;23/06/2017
SUAREZ MONASTERIO, BERNARDO;01/01/2014;31/12/2014;71.774,63 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;23/03/2010;;30/11/2015
SUAREZ MONASTERIO, BERNARDO;01/01/2015;31/12/2015;72.860,82 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;23/03/2010;;22/06/2016
SUAREZ MONASTERIO, BERNARDO;01/01/2016;31/12/2016;72.792,86 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;23/03/2010;;23/06/2017
SUSO PEREZ DE ARENAZA, JOSE ANTONIO;27/11/2016;27/11/2016;43.288,65 €;ASESOR/A DE POLÍTICA DEPARTAMENTAL;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;11/04/2016;27/11/2016;23/06/2017
SUSO PEREZ DE ARENAZA, JOSE ANTONIO;28/11/2016;31/12/2016;6.724,54 €;ASESOR/A DE POLÍTICA DEPARTAMENTAL;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;28/11/2016;;23/06/2017
TAPIA OTAEGUI, MARIA ARANZAZU;01/01/2014;31/12/2014;91.445,42 €;CONSEJERO/A DEL DEPARTAMENTO;003000000;CONSEJERÍA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;17/12/2012;;30/11/2015
TAPIA OTAEGUI, MARIA ARANZAZU;01/01/2015;31/12/2015;91.645,13 €;CONSEJERO/A DEL DEPARTAMENTO;003000000;CONSEJERÍA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;17/12/2012;;22/06/2016
TAPIA OTAEGUI, MARIA ARANZAZU;01/01/2016;27/11/2016;79.903,38 €;CONSEJERO/A DEL DEPARTAMENTO;003000000;CONSEJERÍA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;17/12/2012;27/11/2016;23/06/2017
TAPIA OTAEGUI, MARIA ARANZAZU;28/11/2016;31/12/2016;13.169,70 €;CONSEJERO/A DEL DEPARTAMENTO;003000000;CONSEJERÍA;003;Departamento de Desarrollo Económico e Infraestructuras;03;03 - DESARROLLO ECONÓMICO E INFRAESTRUCTURAS;28/11/2016;;23/06/2017
TELLERIA AGUIRREZABALA, JOAQUIN;01/01/2014;31/12/2014;72.166,82 €;DIRECTOR/A;005230000;DIRECCIÓN DE RECURSOS GENERALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;10/01/2013;;30/11/2015
TELLERIA AGUIRREZABALA, JOAQUIN;01/01/2015;31/12/2015;72.625,59 €;DIRECTOR/A;005230000;DIRECCIÓN DE RECURSOS GENERALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;10/01/2013;;22/06/2016
TELLERIA AGUIRREZABALA, JOAQUIN;01/01/2016;03/11/2016;61.878,74 €;DIRECTOR/A;005230000;DIRECCIÓN DE RECURSOS GENERALES;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;10/01/2013;03/11/2016;23/06/2017
TOÑA GÜENAGA, ANGEL TARSICIO;06/03/2015;31/12/2015;77.352,71 €;CONSEJERO/A DEL DEPARTAMENTO;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;06/03/2015;;22/06/2016
TOÑA GÜENAGA, ANGEL TARSICIO;01/01/2016;27/11/2016;79.741,96 €;CONSEJERO/A DEL DEPARTAMENTO;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;06/03/2015;27/11/2016;23/06/2017
TORRE DIEZ, SABINO;01/01/2014;31/12/2014;83.753,61 €;VICECONSEJERO/A;002200000;VICECONSEJERÍA DE RÉGIMEN JURÍDICO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/12/2012;;30/11/2015
TORRE DIEZ, SABINO;01/01/2015;31/12/2015;84.821,01 €;VICECONSEJERO/A;002200000;VICECONSEJERÍA DE RÉGIMEN JURÍDICO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/12/2012;;22/06/2016
TORRE DIEZ, SABINO;01/01/2016;27/11/2016;79.741,96 €;VICECONSEJERO/A;002200000;VICECONSEJERÍA DE RÉGIMEN JURÍDICO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/12/2012;27/11/2016;23/06/2017
TORREALDAY BERRUECO, LUCIA;31/12/2016;31/12/2016;0,00 €;DIRECTOR/A;007210000;DIRECCIÓN DE INNOVACIÓN EDUCATIVA;007;Departamento de Educación;07;07 - EDUCACIÓN;31/12/2016;;23/06/2017
UBARRECHENA CID, MARIA;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;004130000;DIRECCIÓN ECONOMÍA SOCIAL;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;16/07/2015;30/11/2015
UBARRECHENA CID, MARIA;01/01/2015;16/07/2015;36.433,45 €;DIRECTOR/A;004130000;DIRECCIÓN ECONOMÍA SOCIAL;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;16/07/2015;22/06/2016
ULLIBARRIARANA ERRASTI, ENRIQUE;11/04/2014;31/12/2014;49.897,69 €;ASESOR/A COORDINADOR/A ATENCIÓN A LAS VÍCTIMAS;001300000;SECRETARÍA GENERAL PARA LA PAZ Y LA CONVIVENCIA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;11/04/2014;;30/11/2015
ULLIBARRIARANA ERRASTI, ENRIQUE;01/01/2015;31/12/2015;69.623,47 €;ASESOR/A COORDINADOR/A ATENCIÓN A LAS VÍCTIMAS;001300000;SECRETARÍA GENERAL PARA LA PAZ Y LA CONVIVENCIA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;11/04/2014;;22/06/2016
ULLIBARRIARANA ERRASTI, ENRIQUE;01/01/2016;31/12/2016;70.705,39 €;ASESOR/A COORDINADOR/A ATENCIÓN A LAS VÍCTIMAS;001300000;SECRETARÍA GENERAL PARA LA PAZ Y LA CONVIVENCIA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;11/04/2014;;23/06/2017
UNANUE MUNDUATE, JOSE Mª;01/01/2014;31/12/2014;69.658,77 €;DIRECTOR/A GERENTE GR.4;060020000;EMERGENCIAS (Unidades Territoriales de Emergencias);060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;05/09/2013;;30/11/2015
UNANUE MUNDUATE, JOSE Mª;01/01/2015;31/12/2015;70.996,86 €;DIRECTOR/A GERENTE GR.4;060020000;EMERGENCIAS (Unidades Territoriales de Emergencias);060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;05/09/2013;;22/06/2016
UNANUE MUNDUATE, JOSE Mª;01/01/2016;31/12/2016;70.948,08 €;DIRECTOR/A GERENTE GR.4;060020000;EMERGENCIAS (Unidades Territoriales de Emergencias);060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;05/09/2013;;23/06/2017
UNANUE ORTEGA, XABIER;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;002220000;DIRECCIÓN DE DESARROLLO LEGISLATIVO Y CONTROL NORMATIVO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/01/2013;;30/11/2015
UNANUE ORTEGA, XABIER;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;002220000;DIRECCIÓN DE DESARROLLO LEGISLATIVO Y CONTROL NORMATIVO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/01/2013;;22/06/2016
UNANUE ORTEGA, XABIER;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;002220000;DIRECCIÓN DE DESARROLLO LEGISLATIVO Y CONTROL NORMATIVO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;17/01/2013;;23/06/2017
UNZALU HERMOSA, MIGUEL ANGEL;26/12/2016;31/12/2016;0,00 €;ASESOR EN RELACIONES CON EL PARLAMENTO;012000000;CONSEJERÍA;012;Departamento de Trabajo y Justicia;12;12 - TRABAJO Y JUSTICIA;26/12/2016;21/04/2017;23/06/2017
UNZUETA TORRE, ELENA;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;052010000;DIRECCIÓN;052;KONTSUMOBIDE, Instituto Vasco de Consumo;08;08 - SALUD;19/07/2013;03/07/2015;30/11/2015
UNZUETA TORRE, ELENA;01/01/2015;03/07/2015;33.904,76 €;DIRECTOR/A;052010000;DIRECCIÓN;052;KONTSUMOBIDE, Instituto Vasco de Consumo;08;08 - SALUD;19/07/2013;03/07/2015;22/06/2016
URBINA GARCIA DE VICUÑA, JON IÑAKI;24/12/2016;31/12/2016;0,00 €;DIRECTOR/A;007140000;DIRECCIÓN DE RÉGIMEN JURÍDICO Y SERVICIOS;007;Departamento de Educación;07;07 - EDUCACIÓN;24/12/2016;;23/06/2017
URIA ETXEBARRIA, MARGARITA;01/01/2014;31/12/2014;73.295,66 €;ASESOR/A SECRETARÍA GENERAL ACCIÓN EXTERIOR;001200000;SECRETARÍA GENERAL DE ACCION EXTERIOR;001;Lehendakaritza;01;01 - LEHENDAKARITZA;04/12/2013;;30/11/2015
URIA ETXEBARRIA, MARGARITA;01/01/2015;31/12/2015;73.295,64 €;ASESOR/A SECRETARÍA GENERAL ACCIÓN EXTERIOR;001200000;SECRETARÍA GENERAL DE ACCION EXTERIOR;001;Lehendakaritza;01;01 - LEHENDAKARITZA;04/12/2013;04/02/2016;22/06/2016
URIA ETXEBARRIA, MARGARITA;01/01/2016;04/02/2016;67.175,85 €;ASESOR/A SECRETARÍA GENERAL ACCIÓN EXTERIOR;001200001;SECRETARÍA GENERAL DE ACCION EXTERIOR;002;Lehendakaritza;02;01 - LEHENDAKARITZA;04/12/2013;04/02/2016;23/06/2017
URIA ETXEBARRIA, MARGARITA;05/02/2016;31/12/2016;67.175,85 €;DIRECTOR/A;206010000;DIRECCIÓN;206;AVPD, Agencia Vasca de Protección de Datos;88;88 - Otros Entes, LEY 1/2014, de 26 de junio;05/02/2016;;23/06/2017
URIA SALAMERO, LEIRE;10/07/2015;31/12/2015;31.917,91 €;ASESOR/A DE ESTUDIOS Y PROGRAMAS;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;10/07/2015;;22/06/2016
URIA SALAMERO, LEIRE;01/01/2016;27/11/2016;58.078,20 €;ASESOR/A DE ESTUDIOS Y PROGRAMAS;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;10/07/2015;27/11/2016;23/06/2017
URIA SALAMERO, LEIRE;28/11/2016;31/12/2016;9.679,71 €;ASESOR/A DE ESTUDIOS Y PROGRAMAS;004000000;CONSEJERÍA;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;28/11/2016;;23/06/2017
URIARTE TOLEDO, CRISTINA;01/01/2014;31/12/2014;92.009,84 €;CONSEJERO/A DEL DEPARTAMENTO;006000000;CONSEJERÍA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;17/12/2012;;30/11/2015
URIARTE TOLEDO, CRISTINA;01/01/2015;31/12/2015;92.620,24 €;CONSEJERO/A DEL DEPARTAMENTO;006000000;CONSEJERÍA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;17/12/2012;;22/06/2016
URIARTE TOLEDO, CRISTINA;01/01/2016;27/11/2016;80.404,43 €;CONSEJERO/A DEL DEPARTAMENTO;006000000;CONSEJERÍA;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;17/12/2012;27/11/2016;23/06/2017
URIARTE TOLEDO, CRISTINA;28/11/2016;31/12/2016;13.239,36 €;CONSEJERO/A DEL DEPARTAMENTO;006000000;CONSEJERÍA;007;Departamento de Educación;07;07 - EDUCACIÓN;28/11/2016;;23/06/2017
URIARTE UNZALU, AITOR MIKEL;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;007220000;DIRECCIÓN DE JUEGO Y ESPECTÁCULOS;007;Departamento de Seguridad;07;07 - SEGURIDAD;19/04/2013;;30/11/2015
URIARTE UNZALU, AITOR MIKEL;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;007220000;DIRECCIÓN DE JUEGO Y ESPECTÁCULOS;007;Departamento de Seguridad;07;07 - SEGURIDAD;19/04/2013;;22/06/2016
URIARTE UNZALU, AITOR MIKEL;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;007220000;DIRECCIÓN DE JUEGO Y ESPECTÁCULOS;007;Departamento de Seguridad;07;07 - SEGURIDAD;19/04/2013;;23/06/2017
URIARTE UNZALU, JON ARTURO;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;002410000;DIRECCIÓN DE LA ADMINISTRACIÓN DE JUSTICIA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;;30/11/2015
URIARTE UNZALU, JON ARTURO;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;002410000;DIRECCIÓN DE LA ADMINISTRACIÓN DE JUSTICIA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;;22/06/2016
URIARTE UNZALU, JON ARTURO;01/01/2016;01/12/2016;62.285,06 €;DIRECTOR/A;002410000;DIRECCIÓN DE LA ADMINISTRACIÓN DE JUSTICIA;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;19/04/2013;01/12/2016;23/06/2017
URIEN AZPITARTE, IZASKUN;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);048010000;DIRECCIÓN GENERAL;048;OSALAN, Instituto Vasco de Seguridad y Salud Laborales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;01/02/2013;;30/11/2015
URIEN AZPITARTE, IZASKUN;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);048010000;DIRECCIÓN GENERAL;048;OSALAN, Instituto Vasco de Seguridad y Salud Laborales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;01/02/2013;;22/06/2016
URIEN AZPITARTE, IZASKUN;01/01/2016;01/12/2016;62.285,06 €;DIRECTOR/A GENERAL (NIVEL DIRECTOR);048010000;DIRECCIÓN GENERAL;048;OSALAN, Instituto Vasco de Seguridad y Salud Laborales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;01/02/2013;01/12/2016;23/06/2017
URIEN AZPITARTE, IZASKUN;28/12/2016;31/12/2016;0,00 €;DIRECTOR/A;002320000;DIRECCIÓN DE RELACIONES LABORALES;002;Departamento de Gobernanza Pública y Autogobierno;02;02 - GOBERNANZA PÚBLICA Y AUTOGOBIERNO;28/12/2016;;23/06/2017
URIONDO ISPIZUA, FERNANDO;19/01/2016;23/12/2016;64.468,99 €;DIRECTOR/A;005210000;DIRECCIÓN DE PLANIFICACIÓN TERRITORIAL Y URBANISMO;005;Departamento de Medio Ambiente, Planif.Territorial y Vivienda;05;05 - MEDIO AMBIENTE, PLANIF.TERRI. Y VIVIENDA;19/01/2016;23/12/2016;23/06/2017
URIONDO ISPIZUA, FERNANDO;24/12/2016;31/12/2016;0,00 €;DIRECTOR/A;002420000;DIRECCIÓN DE RECURSOS GENERALES;002;Departamento de Gobernanza Pública y Autogobierno;02;02 - GOBERNANZA PÚBLICA Y AUTOGOBIERNO;24/12/2016;;23/06/2017
URKIOLA ALUSTIZA, ANE;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;005020000;DIRECCIÓN DE SERVICIOS;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;08/01/2013;;30/11/2015
URKIOLA ALUSTIZA, ANE;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;005020000;DIRECCIÓN DE SERVICIOS;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;08/01/2013;;22/06/2016
URKIOLA ALUSTIZA, ANE;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;005020000;DIRECCIÓN DE SERVICIOS;005;Departamento de Hacienda y Finanzas;05;05 - HACIENDA Y FINANZAS;08/01/2013;;23/06/2017
URKULLU RENTERIA, IÑIGO;01/01/2014;31/12/2014;104.233,79 €;LEHENDAKARI;001000000;LEHENDAKARITZA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;14/12/2012;;30/11/2015
URKULLU RENTERIA, IÑIGO;01/01/2015;31/12/2015;101.185,20 €;LEHENDAKARI;001000000;LEHENDAKARITZA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;14/12/2012;;22/06/2016
URKULLU RENTERIA, IÑIGO;01/01/2016;26/11/2016;87.909,42 €;LEHENDAKARI;001000000;LEHENDAKARITZA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;14/12/2012;26/11/2016;23/06/2017
URKULLU RENTERIA, IÑIGO;26/11/2016;31/12/2016;14.556,42 €;LEHENDAKARI;001000000;LEHENDAKARITZA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;26/11/2016;;23/06/2017
URQUIJO AZCARATE, JOSE MARIA;01/01/2014;01/04/2014;16.958,12 €;ASESOR/A COORDINADOR/A ATENCIÓN A LAS VÍCTIMAS;001300000;SECRETARÍA GENERAL PARA LA PAZ Y LA CONVIVENCIA;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;01/04/2014;30/11/2015
