Registro de contratos del Sector Público de Euskadi del 2017																																																																																			
																																																																																			
Fecha de última actualización	15/02/2017																																																																																		
																																																																																			
																																																																																			
Estado contrato	Título de contrato	Tipo de contrato	Año del contrato	Contrato menor	Ámbito	Tipo de administración	Tipo de administración Local	Poder adjudicador	Entidad impulsora	Órgano contratante	Entidad Tramitadora	Mesa de contratación	Objeto del contrato	Código identificador del contrato	Lugar de ejecución	¿Lugar ejecución principal en la Unión Europea?	NUTS	Países	Código CPV	¿Contratación por lotes?	¿Contratación mixto?	¿Acuerdo marco?	¿Contrato complementario?	¿Publicidad?	Fecha publicación en el BOE	Fecha publicación en el BOPV	Fecha publicación en el boletín de territorio histórico	Fecha publicación en el DOUE	Fecha publicación en el perfil de contratante	Anuncios prensa	Tramitación	Procedimiento de adjudicación	Criterios de valoración	Importe de licitación sin IVA	Importe de licitación con IVA	IVA del importe de licitación	Importe de adjudicación sin IVA	Importe de adjudicación con IVA	IVA del importe de adjudicación	Plazo de ejecución	Plazo de ejecución (meses)	¿Carácter plurianual?	Anualidad	¿Revisión de precios establecidos?	Nº de licitadores presentados	Adjudicatario	Fecha de adjudicación	Fecha de formalización	Observación de la adjudicación/ formalización del contrato en castellano	Observación de la adjudicación/ formalización del contrato en euskera	Fórmulas de revisión de precios	Clasificación exigida	Aportaciones públicas a la construcción	Plazo de concesión (meses)	Modalidad de contratación	Duración	Modalidad importe	Valor modalidad	Tipo de contrato de suministro	Precios unitarios	País de origen de los productos adquiridos	Modalidad de determinación del precio	Indicación del supuesto de aplicación que amparó el uso del procedimiento	Número de invitaciones	¿Indicador de ingreso?	Modalidad que determina el importe del contrato	Modificación del objeto	Modificación del plazo	Modificación del adjudicatario	Concepto castellano	Concepto euskera	Fecha acuerdo	Importe	Resolución contrato	Finalización contrato	Porcentaje	Participantes	Objeto de recurso	Régimen general	Supuestos especiales	Indemnización	Importe	Continuidad del contrato
Ejecución	Licencias cursos ofimática 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Licencias cursos ofimática 2017	147/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80510000-2,Descripción:Servicios de formación especializada,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.985	7.242	21%(Tipo de IVA general)	5.985	7.242			4	No		No	1	Razón Social:IPARTEK SERVICIOS INFORMÁTICOS, S.COOP.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	09/02/2017	09/02/2017																	No																		No
Ejecución	Instalación de redes de riego automático	Obras	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Instalación de redes de riego automático	148/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:45232121-6,Descripción:Trabajos de construcción de canalizaciones de riego,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	11.033,03	13.350	21%(Tipo de IVA general)	11.033,03	13.350			1	No		No	2	Razón Social:ARBOLAN JARDINERÍA, S.L.,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	06/02/2017	06/02/2017																	No																		No
Ejecución	Realización de la V. Jornada de la Red de Entidades Públicas para la Igualdad, bajo el nombre ?Aplicación de la perspectiva de género en seguridad y salud laboral?	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Emakunde-Instituto Vasco de la Mujer	Dirección de EMAKUNDE	Emakunde-Instituto Vasco de la Mujer	Mesa de Contratación - EMAKUNDE - Instituto vasco de la mujer	Realización de la V. Jornada de la Red de Entidades Públicas para la Igualdad, bajo el nombre ?Aplicación de la perspectiva de género en seguridad y salud laboral?	CM 09/2017586_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:80000000-4,Descripción:Servicios de enseñanza y formación,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	350	350	Exento	350	350				No		No	1	Razón Social:MIREN EDURNE LÓPEZ RUBIA,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	25/01/2017	25/01/2017																	No																		No
Ejecución	1670B10C42 Impartición actividad formativa	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Actividades de formación realizadas a través de los Servicios de Apoyo a la Educación	2017 B10-01579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:80511000-9,Descripción:Servicios de formación del personal,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	492,34	492	Exento	492,34	492				No		No	1	Razón Social:José MORGADO NISA,Nacionalidad:España,Provincia:Bizkaia,UTE:No	16/01/2017	16/01/2017																	No																		No
Ejecución	Suscripción a las revitas EBSCO 2017	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Gestión Económica	Educación	Mesa de Contratación - Educación	suscripcion de revistas para la biblioteca	BIBLIOTEKA-2017-09579_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:79980000-7,Descripción:Servicios de suscripción,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	2.627	2.925		2.627	2.925			1	No		No	1	Razón Social:EBSCO SUSCRIPTIONS SERVICES ESPAÑA, S.L.U.,Nacionalidad:España,Provincia:Madrid,UTE:No	01/01/2017	01/01/2017																	No																		No
Ejecución	Construcción e implantación de las nuevas funcionalidades de la aplicación de generación automática de explotaciones estadísticas ? GEX	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	EUSTAT - Instituto Vasco de Estadística	Director/a general del Instituto Vasco de Estadística-EUSTAT	EUSTAT - Instituto Vasco de Estadística	Mesa de Contratación - EUSTAT - Instituto Vasco de Estadística	Construcción e implantación de las nuevas funcionalidades de la aplicación de generación automática de explotaciones estadísticas ? GEX	CM 06/2017590_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:48219300-9,Descripción:Paquetes de software de administración,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.346,68	20.989	21%(Tipo de IVA general)	17.346,68	20.989			3	No		No	1	Razón Social:EUROHELP CONSULTING, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	20/01/2017	20/01/2017																	No																		No
Ejecución	Suscripcion a la revista Kroneson 2017	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Gestión Económica	Educación	Mesa de Contratación - Educación	Suscripcion de revistas para la biblioteca	BIBLIOTEKA-2017-010579_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:79980000-7,Descripción:Servicios de suscripción,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	249,04	259		249,04	259			1	No		No	1	Razón Social:Kroneson, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	05/01/2017	05/01/2017																	No																		No
Ejecución	Comedor del alumnado de la UTE de gipuzkoa-enero/junio 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Comedor del alumnado de la UTE de gipuzkoa	COM UTE G/17579_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:15894210-6,Descripción:Comidas para colegios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.137	8.951	10%(Tipo de IVA reducido)	8.137	8.951			6	No		No	1	Razón Social:AUZO LAGUN, S. COOP.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	01/01/2017	01/01/2017																	No																		No
Ejecución	Asistencia técnica para la migración de aplicaciones a Visual Studio 2010 así como la adaptación de referencias al núcleo del SII del Eustat y tutoriales sobre las aplicaciones del núcleo del sistema de información-MIT	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	EUSTAT - Instituto Vasco de Estadística	Director/a general del Instituto Vasco de Estadística-EUSTAT	EUSTAT - Instituto Vasco de Estadística	Mesa de Contratación - EUSTAT - Instituto Vasco de Estadística	Asistencia técnica para la migración de aplicaciones a Visual Studio 2010 así como la adaptación de referencias al núcleo del SII del Eustat y tutoriales sobre las aplicaciones del núcleo del sistema de información-MIT	CM 07/2017590_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:72212600-5,Descripción:Servicios de desarrollo de software de bases de datos y de funcionamiento,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.011,96	9.694	21%(Tipo de IVA general)	8.011,96	9.694			2	No		No	1	Razón Social:SERIKAT CONSULTORÍA E INFORMÁTICA, S.A.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	20/01/2017	20/01/2017																	No																		No
Ejecución	Mantenimiento anual de la aplicación ESIEP en 2017, explotación de datos de la Encuesta de la Sociedad de la Información en las Empresas	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	EUSTAT - Instituto Vasco de Estadística	Director/a general del Instituto Vasco de Estadística-EUSTAT	EUSTAT - Instituto Vasco de Estadística	Mesa de Contratación - EUSTAT - Instituto Vasco de Estadística	Mantenimiento anual de la aplicación ESIEP en 2017, explotación de datos de la Encuesta de la Sociedad de la Información en las Empresas	CM 08/2017590_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:72212600-5,Descripción:Servicios de desarrollo de software de bases de datos y de funcionamiento,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.500	21.175	21%(Tipo de IVA general)	17.500	21.175			5	No		No	1	Razón Social:SERIKAT CONSULTORÍA E INFORMÁTICA, S.A.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	27/01/2017	27/01/2017																	No																		No
Ejecución	El servicio de montaje y transporte del mobiliario destinado al programa  CAMPOS DE TRABAJO 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	El servicio de montaje y transporte del mobiliario destinado al programa  CAMPOS DE TRABAJO 2017	M-016-DEPS2017576_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:66514100-7,Descripción:Seguros relacionados con el transporte,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.965	21.738		17.965	21.738			2	No		No	1	Razón Social:MONTAI PRODUKZIOAK, S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	13/02/2017	13/02/2017																	No																		No
Ejecución	La elaboración del manual para personas jóvenes sobre el proceso de retorno.	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	La elaboración del manual para personas jóvenes sobre el proceso de retorno	M-019-DEPS2017576_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:22470000-5,Descripción:Manuales,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	13.933,32	16.859		13.933,32	16.859			3	No		No	1	Razón Social:ALAIKI ZERBITZU GIZAKULTURALAK, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	13/02/2017	13/02/2017																	No																		No
Ejecución	Cursos de educacion vocal	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Viceconsejería de Administración y Servicios	Educación	Mesa de Contratación - Educación	Cursos de educacion vocal	PREVENCION 2017/12579_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80510000-2,Descripción:Servicios de formación especializada,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	3.570	3.570		3.570	3.570			11	No		No	1	Razón Social:XABIER SARASUA ZABALETA,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	13/02/2017	13/02/2017																	No																		No
Ejecución	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?rehabilitación de cubierta? en el Ies Naútico Pesquero Blas de Lezo Bhi de Pasaia (Gipuzkoa).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?rehabilitación de cubierta? en el Ies Naútico Pesquero Blas de Lezo Bhi de Pasaia (Gipuzkoa).	G-204/17579_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	600	726	21%(Tipo de IVA general)	600	726			2	No		No	1	Razón Social:SIPREX PREVENCIÓN, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	06/02/2017	06/02/2017																	No																		No
Ejecución	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?saneado y pintado de estructura de polideportivo? en el Ies Sopelana Bhi de Sopelana (Bizkaia).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?saneado y pintado de estructura de polideportivo? en el Ies Sopelana Bhi de Sopelana (Bizkaia).	B-205/17579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	305	369	21%(Tipo de IVA general)	305	369			1	No		No	1	Razón Social:INGECOR, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	06/02/2017	06/02/2017																	No																		No
Ejecución	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?instalación de saneamiento? en el Ies Astrabudua Bhi de Erandio (Bizkaia).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?instalación de saneamiento? en el Ies Astrabudua Bhi de Erandio (Bizkaia).	B-202/17579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	290	351	21%(Tipo de IVA general)	290	351			4	No		No	1	Razón Social:MC SPA SOCIEDAD DE PREVENCIÓN SLU,Nacionalidad:España,Provincia:Madrid,UTE:No	24/01/2017	24/01/2017																	No																		No
Ejecución	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?reparación de cubierta? en el CEIP Sofia Taramona HLHI de Basauri (Bizkaia).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?reparación de cubierta? en el CEIP Sofia Taramona HLHI de Basauri (Bizkaia).	B-208/17579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	450	545	21%(Tipo de IVA general)	450	545			4	No		No	1	Razón Social:PRECOIN PREVENCIÓN, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	08/02/2017	08/02/2017																	No																		No
Ejecución	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?reformas varias? en el Ies Gernika Bhi de Gernika (Bizkaia).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?reformas varias? en el Ies Gernika Bhi de Gernika (Bizkaia).	B-206/17579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	320	387	21%(Tipo de IVA general)	320	387			4	No		No	1	Razón Social:PRECOIN PREVENCIÓN, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	06/02/2017	06/02/2017																	No																		No
Ejecución	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?revisión de suelos de entramado metálico? en el CEIP Legarda HLHI de Mungia (Bizkaia).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?revisión de suelos de entramado metálico? en el CEIP Legarda HLHI de Mungia (Bizkaia).	B-209/17579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	270	327	21%(Tipo de IVA general)	270	327			4	No		No	1	Razón Social:MC SPA SOCIEDAD DE PREVENCIÓN SLU,Nacionalidad:España,Provincia:Madrid,UTE:No	08/02/2017	08/02/2017																	No																		No
Ejecución	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?reparación de fachadas? en el ISEI-IVEI de Bilbao (Bizkaia).	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Recursos Materiales e Infraestructuras	Educación	Mesa de Contratación - Educación	Prestación de Servicios de Coordinación en materia de Seguridad y Salud en relación a las obras de ?reparación de fachadas? en el ISEI-IVEI de Bilbao (Bizkaia).	B-207/17579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71221000-3,Descripción:Servicios de arquitectura para edificios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	210	254	21%(Tipo de IVA general)	210	254			4	No		No	1	Razón Social:PRECOIN PREVENCIÓN, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	06/02/2017	06/02/2017																	No																		No
Ejecución	Suscripcion a la revista Pedagogia	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Gestión Económica	Educación	Mesa de Contratación - Educación	Suscripcion de revistas para la biblioteca	BIBLIOTEKA-2017-11579_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:79980000-7,Descripción:Servicios de suscripción,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	19,23	20		19,23	20			1	No		No	1	Razón Social:Kroneson, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	05/01/2017	05/01/2017																	No																		No
